# This MeasurementStore object was saved on 27/07/2014 4:32:18 PM

# _FirstTime.Ticks
635420755029010010
# _PreviousTime.Ticks
635420755385138935
# _Data
# Measure.Distance, Measure.TimeStamp.Ticks, Measure.SensorID, Measure.TimeStage, Curr.TimeReceived (time since last measurement in ms)
-1,635420755226982890,5,-19656216,11
-1,635420755227279060,6,-19656216,30
-1,635420755227370520,1,-19656216,16
-1,635420755227491080,2,-19656216,11
228.4028,635420755227636460,4,-19656216,11
-1,635420755227653060,3,-19656216,1
-1,635420755227979530,5,-19656215,28
-1,635420755228276100,6,-19656215,28
-1,635420755228345510,1,-19656215,16
63.93036,635420755228419370,3,-19656215,4
5.793317,635420755228509660,4,-19656215,8
-1,635420755228485520,2,-19656215,0
129.3048,635420755228748170,5,-19656214,18
212.8917,635420755228967420,6,-19656214,22
145.9542,635420755229087990,1,-19656214,19
325.4281,635420755229363660,2,-19656214,28
-1,635420755229692570,3,-19656214,29
-1,635420755229819010,4,-19656213,11
-1,635420755229981800,6,-19656213,10
6.218047,635420755230072840,1,-19656213,17
6.286004,635420755230179880,2,-19656213,10
-1,635420755230649090,3,-19656213,45
-1,635420755230814960,4,-19656212,23
-1,635420755231073870,5,-19656212,13
-1,635420755231160890,6,-19656212,6
-1,635420755231375850,1,-19656212,31
118.007,635420755231451200,3,-19656212,3
-1,635420755231489820,2,-19656212,9
302.068,635420755231679840,4,-19656212,15
-1,635420755231978830,5,-19656211,23
-1,635420755232267360,6,-19656211,29
-1,635420755232309490,1,-19656211,12
69.6897,635420755232430510,3,-19656211,10
5.912242,635420755232509710,4,-19656211,7
-1,635420755232485450,2,-19656211,8
138.4959,635420755232923530,6,-19656210,27
-1,635420755233082730,5,-19656210,16
276.0066,635420755233164590,1,-19656210,17
118.3128,635420755233250350,2,-19656210,8
225.6845,635420755233522430,3,-19656210,22
5.487511,635420755233849390,6,-19656209,31
-1,635420755233812710,4,-19656209,7
-1,635420755234075860,5,-19656209,10
4.638052,635420755234009290,1,-19656209,4
-1,635420755234278640,2,-19656209,25
-1,635420755234686760,3,-19656209,37
-1,635420755234814970,4,-19656208,14
166.3243,635420755234867020,5,-19656208,0
-1,635420755235152810,6,-19656208,26
146.6168,635420755235092590,1,-19656208,1
-1,635420755235482690,2,-19656208,38
231.5798,635420755235638290,4,-19656208,17
-1,635420755235648930,3,-19656208,0
-1,635420755236079950,5,-19656207,36
-1,635420755236157460,6,-19656207,7
-1,635420755236313420,1,-19656207,24
56.38715,635420755236414780,3,-19656207,5
5.810307,635420755236509720,4,-19656207,11
-1,635420755236566890,2,-19656207,7
122.9508,635420755236914330,6,-19656206,26
-1,635420755237075420,5,-19656206,16
105.9616,635420755237234460,2,-19656206,24
-1,635420755237308920,1,-19656206,8
-1,635420755237692480,3,-19656206,37
296.3426,635420755237846610,5,-19656205,9
-1,635420755237880870,6,-19656205,5
-1,635420755237818940,4,-19656205,0
44.57966,635420755238091140,1,-19656205,28
6.201058,635420755238179910,2,-19656205,7
-1,635420755238648840,3,-19656205,43
-1,635420755238814740,4,-19656204,22
-1,635420755239079580,5,-19656204,16
6.37095,635420755239010030,1,-19656204,2
-1,635420755239160820,6,-19656204,6
113.5388,635420755239448610,3,-19656204,32
-1,635420755239482540,2,-19656204,7
302.1869,635420755239679970,4,-19656204,15
-1,635420755239978960,5,-19656203,27
-1,635420755240267350,6,-19656203,27
-1,635420755240313860,1,-19656203,20
5.895252,635420755240509660,4,-19656203,9
-1,635420755240487130,2,-19656203,1
230.9512,635420755240526940,3,-19656203,0
139.2265,635420755240850820,5,-19656202,27
161.4144,635420755240937130,6,-19656202,8
142.7093,635420755241256700,2,-19656202,40
-1,635420755241332510,1,-19656202,7
-1,635420755241686550,3,-19656202,31
6.065145,635420755241849650,6,-19656201,14
-1,635420755241818940,4,-19656201,1
-1,635420755242079570,5,-19656201,18
162.4507,635420755242097730,1,-19656201,9
6.201058,635420755242179910,2,-19656201,8
-1,635420755242649230,3,-19656201,45
-1,635420755242879680,4,-19656200,21
-1,635420755243075660,5,-19656200,15
-1,635420755243159210,6,-19656200,8
6.37095,635420755243072830,1,-19656200,0
52.17384,635420755243412500,3,-19656200,30
-1,635420755243482670,2,-19656200,11
248.3141,635420755243648210,4,-19656200,12
224.1385,635420755243839310,5,-19656199,13
-1,635420755244161850,6,-19656199,31
-1,635420755244313440,1,-19656199,24
6.048155,635420755244509710,4,-19656199,15
249.5374,635420755244526870,3,-19656199,3
-1,635420755244487060,2,-19656199,5
137.9013,635420755244923180,6,-19656198,27
-1,635420755245056250,5,-19656198,13
146.9056,635420755245258550,2,-19656198,28
-1,635420755245372430,1,-19656198,12
-1,635420755245686550,3,-19656198,29
5.929231,635420755245849660,6,-19656197,9
326.0567,635420755245864090,5,-19656197,0
-1,635420755245819040,4,-19656197,2
135.3699,635420755246081770,1,-19656197,27
6.252026,635420755246179870,2,-19656197,10
-1,635420755246648800,3,-19656197,54
-1,635420755246879650,4,-19656196,14
-1,635420755247079560,5,-19656196,13
6.37095,635420755247072800,1,-19656196,8
-1,635420755247160950,6,-19656196,0
70.60712,635420755247423290,3,-19656196,30
-1,635420755247482780,2,-19656196,9
240.72,635420755247643770,4,-19656196,13
-1,635420755248149270,6,-19656195,45
-1,635420755248313150,1,-19656195,25
250.2849,635420755248527320,3,-19656195,19
5.980198,635420755248509650,4,-19656195,0
-1,635420755248563790,2,-19656195,5
212.1102,635420755248966910,6,-19656194,32
141.4861,635420755249255360,2,-19656194,37
-1,635420755249308890,1,-19656194,5
251.695,635420755249528070,3,-19656194,19
6.761702,635420755249850060,6,-19656193,28
-1,635420755249812770,4,-19656193,1
-1,635420755249982830,5,-19656193,10
36.32291,635420755250086360,1,-19656193,18
6.252026,635420755250179920,2,-19656193,11
-1,635420755250653220,3,-19656193,44
-1,635420755250814830,4,-19656192,14
-1,635420755251075350,5,-19656192,20
5.283641,635420755251009320,1,-19656192,1
-1,635420755251159270,6,-19656192,7
-1,635420755251483930,2,-19656192,41
248.569,635420755251648380,4,-19656192,14
-1,635420755251688750,3,-19656192,3
156.6574,635420755251764300,5,-19656191,0
-1,635420755252149570,6,-19656191,39
-1,635420755252313090,1,-19656191,23
134.5884,635420755252421300,3,-19656191,9
5.657403,635420755252512080,4,-19656191,9
-1,635420755252486960,2,-19656191,6
143.0321,635420755252926170,6,-19656190,29
-1,635420755253079980,5,-19656190,13
127.8098,635420755253247320,2,-19656190,25
-1,635420755253308840,1,-19656190,5
-1,635420755253696080,3,-19656190,35
5.929231,635420755253849600,6,-19656189,11
-1,635420755253818940,4,-19656189,0
-1,635420755254075370,5,-19656189,21
14.93351,635420755254073690,1,-19656189,7
6.455896,635420755254180170,2,-19656189,10
-1,635420755254648760,3,-19656189,45
331.7141,635420755254867710,5,-19656188,15
-1,635420755254879940,4,-19656188,6
6.319983,635420755255009980,1,-19656188,18
-1,635420755255152860,6,-19656188,3
152.3761,635420755255471960,3,-19656188,37
-1,635420755255483230,2,-19656188,5
302.017,635420755255679840,4,-19656188,15
-1,635420755256084490,5,-19656187,35
-1,635420755256155710,6,-19656187,8
-1,635420755256313090,1,-19656187,23
5.94622,635420755256509590,4,-19656187,17
-1,635420755256487030,2,-19656187,3
239.4458,635420755256526720,3,-19656187,0
137.6635,635420755256923030,6,-19656186,35
-1,635420755257005350,5,-19656186,6
147.6531,635420755257258950,2,-19656186,33
-1,635420755257369730,1,-19656186,11
-1,635420755257686620,3,-19656186,28
5.759339,635420755257849600,6,-19656185,10
175.3625,635420755257872070,5,-19656185,3
-1,635420755257818980,4,-19656185,0
164.2686,635420755258098810,1,-19656185,31
6.625788,635420755258180170,2,-19656185,6
-1,635420755258648740,3,-19656185,44
-1,635420755258814740,4,-19656184,23
-1,635420755259079470,5,-19656184,15
6.353961,635420755259009990,1,-19656184,2
-1,635420755259161480,6,-19656184,3
34.91281,635420755259402310,3,-19656184,36
-1,635420755259482690,2,-19656184,4
274.3586,635420755259663580,4,-19656184,15
-1,635420755259978780,5,-19656183,26
-1,635420755260200320,6,-19656183,22
-1,635420755260313110,1,-19656183,19
269.2958,635420755260330680,2,-19656183,0
5.436544,635420755260511560,4,-19656183,15
77.01204,635420755260528870,3,-19656183,3
327.0761,635420755260864700,5,-19656182,25
156.7933,635420755260935260,6,-19656182,8
-1,635420755261308770,1,-19656182,45
-1,635420755261565160,2,-19656182,25
-1,635420755261686580,3,-19656182,9
5.640414,635420755261849370,6,-19656181,10
-1,635420755261819540,4,-19656181,3
-1,635420755262079670,5,-19656181,19
39.31301,635420755262077800,1,-19656181,8
-1,635420755262478620,2,-19656181,40
-1,635420755262648820,3,-19656181,15
-1,635420755262879630,4,-19656180,22
-1,635420755262978710,5,-19656180,3
6.387939,635420755263009980,1,-19656180,12
-1,635420755263267650,6,-19656180,20
139.5493,635420755263254190,2,-19656180,4
46.39751,635420755263409080,3,-19656180,12
235.5213,635420755263640680,4,-19656180,22
325.1733,635420755263863540,5,-19656179,18
-1,635420755264149290,6,-19656179,28
6.269015,635420755264179930,2,-19656179,11
-1,635420755264313530,1,-19656179,12
5.385576,635420755264509640,4,-19656179,17
247.023,635420755264526860,3,-19656179,0
145.5465,635420755264927620,6,-19656178,36
-1,635420755265030780,5,-19656178,10
-1,635420755265371600,1,-19656178,42
-1,635420755265489570,2,-19656178,15
-1,635420755265686640,3,-19656178,13
5.912242,635420755265849640,6,-19656177,12
-1,635420755265818840,4,-19656177,1
-1,635420755266075380,5,-19656177,20
119.587,635420755266072500,1,-19656177,7
-1,635420755266478440,2,-19656177,41
-1,635420755266648570,3,-19656177,16
225.4807,635420755266804770,5,-19656176,7
-1,635420755266879660,4,-19656176,13
6.404928,635420755267010120,1,-19656176,16
-1,635420755267152660,6,-19656176,10
150.1505,635420755267260520,2,-19656176,16
38.25968,635420755267404170,3,-19656176,8
259.476,635420755267654770,4,-19656176,26
-1,635420755268079880,5,-19656175,37
-1,635420755268157210,6,-19656175,7
6.37095,635420755268179890,2,-19656175,11
-1,635420755268313140,1,-19656175,11
5.334609,635420755268509640,4,-19656175,17
-1,635420755268687680,3,-19656175,17
154.3809,635420755268932860,6,-19656174,19
-1,635420755269018370,5,-19656174,9
-1,635420755269371730,1,-19656174,43
-1,635420755269489490,2,-19656174,12
-1,635420755269648750,3,-19656174,12
5.895252,635420755269849620,6,-19656173,13
148.6725,635420755269856380,5,-19656173,2
-1,635420755269880080,4,-19656173,7
134.7923,635420755270081820,1,-19656173,22
67.70196,635420755270422860,3,-19656173,37
-1,635420755270478570,2,-19656173,2
-1,635420755270808670,4,-19656172,30
-1,635420755270982910,5,-19656172,11
5.929231,635420755271009740,1,-19656172,14
-1,635420755271096360,6,-19656172,0
-1,635420755271482540,2,-19656172,43
237.9507,635420755271642070,4,-19656172,15
-1,635420755271658590,3,-19656172,1
-1,635420755272075510,5,-19656171,34
-1,635420755272160940,6,-19656171,8
-1,635420755272313210,1,-19656171,24
5.334609,635420755272509620,4,-19656171,17
246.2075,635420755272526800,3,-19656171,0
-1,635420755272566520,2,-19656171,6
80.13805,635420755272762370,5,-19656170,11
-1,635420755273148480,6,-19656170,40
153.0557,635420755273262660,2,-19656170,18
-1,635420755273309390,1,-19656170,7
-1,635420755273687110,3,-19656170,32
-1,635420755273819520,4,-19656169,12
149.8108,635420755273930210,6,-19656169,5
-1,635420755274033340,5,-19656169,11
9.887714,635420755274070790,1,-19656169,11
6.235036,635420755274179850,2,-19656169,12
65.01767,635420755274380410,3,-19656169,25
5.861274,635420755274849650,6,-19656168,32
-1,635420755274808610,4,-19656168,0
-1,635420755275075790,5,-19656168,21
-1,635420755275078240,1,-19656168,8
-1,635420755275482750,2,-19656168,40
-1,635420755275653100,3,-19656168,13
277.7904,635420755275665670,4,-19656168,1
230.7643,635420755275807960,5,-19656167,7
-1,635420755276154260,6,-19656167,35
121.9825,635420755276078060,1,-19656167,0
5.30063,635420755276509610,4,-19656167,42
-1,635420755276478590,2,-19656167,0
-1,635420755276688870,3,-19656167,15
-1,635420755277149530,5,-19656166,44
-1,635420755277180690,6,-19656166,0
-1,635420755277312990,1,-19656166,21
140.7725,635420755277424970,3,-19656166,12
-1,635420755277489230,2,-19656166,5
-1,635420755277812720,4,-19656165,30
159.9193,635420755277936190,6,-19656165,5
-1,635420755277980990,5,-19656165,4
-1,635420755278308960,1,-19656165,41
-1,635420755278575810,2,-19656165,27
-1,635420755278653680,3,-19656165,5
5.912242,635420755278849650,6,-19656164,12
162.1789,635420755278864230,5,-19656164,1
-1,635420755278814670,4,-19656164,1
22.08596,635420755279077910,1,-19656164,36
320.3484,635420755279363650,2,-19656164,19
231.4948,635420755279638770,4,-19656164,24
-1,635420755279689410,3,-19656164,3
-1,635420755280079590,5,-19656163,34
5.997188,635420755280072690,1,-19656163,8
-1,635420755280159230,6,-19656163,0
6.302993,635420755280179880,2,-19656163,9
234.2131,635420755280479950,3,-19656163,26
5.164716,635420755280509690,4,-19656163,5
-1,635420755280978810,5,-19656162,39
-1,635420755281199420,6,-19656162,21
-1,635420755281375730,1,-19656162,26
-1,635420755281489280,2,-19656162,16
-1,635420755281790960,3,-19656161,22
315.2346,635420755281857730,5,-19656161,3
-1,635420755281819020,4,-19656161,0
144.1534,635420755281926960,6,-19656161,3
-1,635420755282372370,1,-19656161,54
-1,635420755282487230,2,-19656161,11
-1,635420755282688960,3,-19656161,15
5.589447,635420755282849400,6,-19656160,12
-1,635420755282814690,4,-19656160,2
-1,635420755282982980,5,-19656160,10
203.8194,635420755283139180,1,-19656160,23
133.8069,635420755283250860,2,-19656160,12
107.8814,635420755283405570,3,-19656160,13
216.1536,635420755283629310,4,-19656160,22
-1,635420755283978700,5,-19656159,29
5.164716,635420755284009230,1,-19656159,10
-1,635420755284267380,6,-19656159,18
148.6725,635420755284263700,2,-19656159,7
12.19825,635420755284390140,3,-19656159,10
5.317619,635420755284509670,4,-19656159,11
147.6871,635420755284759040,5,-19656158,19
-1,635420755285148450,6,-19656158,38
38.93925,635420755285086120,1,-19656158,3
-1,635420755285483130,2,-19656158,38
300.7258,635420755285566470,3,-19656158,5
-1,635420755285812730,4,-19656157,27
143.5078,635420755285926550,6,-19656157,3
-1,635420755286080580,5,-19656157,14
267.376,635420755286329450,2,-19656157,34
-1,635420755286365960,1,-19656157,5
-1,635420755286653560,3,-19656157,24
5.487511,635420755286849390,6,-19656156,13
-1,635420755286815000,4,-19656156,1
-1,635420755286978660,5,-19656156,10
-1,635420755287371700,1,-19656156,48
-1,635420755287489380,2,-19656156,11
234.315,635420755287639950,4,-19656156,11
-1,635420755287688740,3,-19656156,5
301.949,635420755287849820,5,-19656155,12
-1,635420755288152750,6,-19656155,28
225.4127,635420755288134790,1,-19656155,8
125.3123,635420755288415870,3,-19656155,24
5.062782,635420755288509440,4,-19656155,9
-1,635420755288478550,2,-19656155,0
-1,635420755289018430,5,-19656154,56
-1,635420755289155030,6,-19656154,3
-1,635420755289082460,1,-19656154,0
137.9183,635420755289253280,2,-19656154,17
301.5413,635420755289567160,3,-19656154,28
-1,635420755289812830,4,-19656153,25
132.6517,635420755289920650,6,-19656153,4
-1,635420755289979900,5,-19656153,5
6.37095,635420755290179960,2,-19656153,28
-1,635420755290370010,1,-19656153,20
36.3399,635420755290790130,5,-19656152,36
5.470522,635420755290849330,6,-19656152,1
-1,635420755290653390,3,-19656153,22
-1,635420755290816390,4,-19656152,0
-1,635420755291308890,1,-19656152,33
-1,635420755291577140,2,-19656152,26
243.4382,635420755291645270,4,-19656152,3
-1,635420755291689930,3,-19656152,5
-1,635420755292079560,5,-19656151,33
117.5313,635420755292071240,1,-19656151,9
-1,635420755292160640,6,-19656151,0
124.1061,635420755292415120,3,-19656151,31
-1,635420755292478510,2,-19656151,10
5.198695,635420755292509360,4,-19656151,0
5.147727,635420755293009330,1,-19656150,51
-1,635420755293182900,6,-19656150,7
139.1925,635420755293254030,2,-19656150,16
-1,635420755293693050,3,-19656150,40
-1,635420755293818990,4,-19656149,14
132.0231,635420755293919860,6,-19656149,5
6.218047,635420755294179900,2,-19656149,32
-1,635420755294370380,1,-19656149,19
-1,635420755294690630,3,-19656149,30
5.623425,635420755294849390,6,-19656148,8
-1,635420755294814970,4,-19656148,11
-1,635420755295371750,1,-19656148,51
153.4295,635420755295432430,3,-19656148,2
-1,635420755295491170,2,-19656148,9
265.0145,635420755295658030,4,-19656148,12
-1,635420755292978850,5,-19656150,5
302.5267,635420755293850240,5,-19656149,0
-1,635420755295079510,5,-19656148,0
-1,635420755295980340,5,-19656147,22
121.8295,635420755296074210,1,-19656147,18
-1,635420755296160990,6,-19656147,0
5.589447,635420755296509380,4,-19656147,39
-1,635420755296478520,2,-19656147,1
-1,635420755296687270,3,-19656147,16
145.9202,635420755296854720,5,-19656146,10
4.943857,635420755297009210,1,-19656146,24
-1,635420755297148520,6,-19656146,5
126.4506,635420755297247180,2,-19656146,18
307.1477,635420755297522870,3,-19656146,28
-1,635420755297812740,4,-19656145,24
151.8495,635420755297931350,6,-19656145,7
-1,635420755298079880,5,-19656145,14
6.37095,635420755298179920,2,-19656145,19
-1,635420755298313020,1,-19656145,13
-1,635420755298653120,3,-19656145,29
5.929231,635420755298849630,6,-19656144,15
-1,635420755298815260,4,-19656144,4
-1,635420755298978680,5,-19656144,10
-1,635420755299371510,1,-19656144,45
-1,635420755299489490,2,-19656144,11
230.7643,635420755299637850,4,-19656144,11
-1,635420755299688920,3,-19656144,4
286.7097,635420755299840810,5,-19656143,13
138.7338,635420755300084190,1,-19656143,29
-1,635420755300168640,6,-19656143,0
123.7154,635420755300414890,3,-19656143,32
-1,635420755300478490,2,-19656143,7
5.351598,635420755300509640,4,-19656143,0
-1,635420755300983020,5,-19656142,43
5.113749,635420755301009290,1,-19656142,11
-1,635420755301155220,6,-19656142,4
119.8758,635420755301242700,2,-19656142,19
230.6114,635420755301525240,3,-19656142,23
-1,635420755301812660,4,-19656141,29
191.2304,635420755301954520,6,-19656141,16
-1,635420755302075570,5,-19656141,6
138.3261,635420755302150770,1,-19656141,16
-1,635420755302195360,2,-19656141,1
-1,635420755302653250,3,-19656141,44
5.997188,635420755302849640,6,-19656140,13
-1,635420755302814910,4,-19656140,2
-1,635420755303079520,5,-19656140,27
-1,635420755303367070,1,-19656140,31
-1,635420755303489700,2,-19656140,12
-1,635420755303649620,3,-19656140,12
271.0627,635420755303661670,4,-19656140,2
-1,635420755303978780,5,-19656139,27
-1,635420755304186930,6,-19656139,20
-1,635420755304309330,1,-19656139,21
144.2213,635420755304426940,3,-19656139,8
5.419555,635420755304509650,4,-19656139,7
-1,635420755304573100,2,-19656139,10
181.4786,635420755304849850,5,-19656138,17
-1,635420755305149600,6,-19656138,33
221.2843,635420755305132410,1,-19656138,6
120.3685,635420755305248090,2,-19656138,10
231.6647,635420755305522230,3,-19656138,25
-1,635420755305812580,4,-19656137,28
151.1869,635420755305931050,6,-19656137,8
-1,635420755305985590,5,-19656137,4
5.912242,635420755306072610,1,-19656137,17
-1,635420755306653090,3,-19656137,54
5.878263,635420755306849640,6,-19656136,15
-1,635420755306814820,4,-19656136,0
-1,635420755307075300,5,-19656136,21
238.2395,635420755307642260,4,-19656136,62
-1,635420755307688850,3,-19656136,4
-1,635420755308079530,5,-19656135,33
-1,635420755308159160,6,-19656135,8
136.5762,635420755308422390,3,-19656135,35
5.283641,635420755308509680,4,-19656135,5
-1,635420755308978790,5,-19656134,40
-1,635420755309241910,6,-19656134,29
-1,635420755309693200,3,-19656134,47
138.2072,635420755309850100,5,-19656133,10
-1,635420755309818800,4,-19656133,1
141.7749,635420755309925590,6,-19656133,5
-1,635420755310689050,3,-19656133,82
5.963209,635420755310849650,6,-19656132,12
-1,635420755310815370,4,-19656132,1
-1,635420755310982870,5,-19656132,11
229.4731,635420755311637020,4,-19656132,69
-1,635420755311653630,3,-19656132,1
-1,635420755312075270,5,-19656131,38
-1,635420755307376160,1,-19656136,0
-1,635420755308309530,1,-19656135,0
157.354,635420755309140580,1,-19656134,0
6.302993,635420755306179990,2,-19656137,1
-1,635420755307490890,2,-19656136,0
-1,635420755308575490,2,-19656135,0
122.5941,635420755309244870,2,-19656134,10
6.218047,635420755310179870,2,-19656133,0
-1,635420755311485220,2,-19656132,0
-1,635420755312170120,6,-19656131,0
6.387939,635420755310076360,1,-19656133,6
-1,635420755311378540,1,-19656132,0
30.78443,635420755312399900,3,-19656131,19
5.487511,635420755312509690,4,-19656131,11
-1,635420755312576970,2,-19656131,14
75.27914,635420755312754590,5,-19656130,5
-1,635420755312311490,1,-19656131,4
-1,635420755313148640,6,-19656130,34
128.6592,635420755313141250,1,-19656130,16
145.2746,635420755313261330,2,-19656130,5
68.72131,635420755313426440,3,-19656130,13
-1,635420755313812670,4,-19656129,37
158.5092,635420755313935240,6,-19656129,6
-1,635420755314079790,5,-19656129,15
6.014176,635420755314009740,1,-19656129,0
148.4686,635420755314263550,2,-19656129,25
-1,635420755314653250,3,-19656129,35
5.878263,635420755314849620,6,-19656128,14
-1,635420755314814990,4,-19656128,1
-1,635420755315075300,5,-19656128,21
-1,635420755315375990,1,-19656128,37
-1,635420755315491270,2,-19656128,12
262.772,635420755315656730,4,-19656128,13
-1,635420755315693710,3,-19656128,2
320.6202,635420755315860850,5,-19656127,12
-1,635420755316152780,6,-19656127,30
-1,635420755316350310,1,-19656127,27
5.52149,635420755316509560,4,-19656127,12
-1,635420755316487480,2,-19656127,1
313.7395,635420755316526820,3,-19656127,3
-1,635420755316983090,5,-19656126,37
231.172,635420755317138120,1,-19656126,23
-1,635420755317267410,6,-19656126,4
130.0183,635420755317248630,2,-19656126,7
-1,635420755317686670,3,-19656126,40
-1,635420755317819470,4,-19656125,13
154.3809,635420755317932860,6,-19656125,6
-1,635420755318072030,5,-19656125,13
-1,635420755318078110,1,-19656125,8
6.642777,635420755318180120,2,-19656125,11
-1,635420755318648840,3,-19656125,43
119.1113,635420755318742200,5,-19656124,4
5.402566,635420755318849420,6,-19656124,10
-1,635420755318814750,4,-19656124,7
-1,635420755319376240,1,-19656124,54
40.80806,635420755319405630,3,-19656124,0
-1,635420755319489340,2,-19656124,8
245.2391,635420755319646410,4,-19656124,13
-1,635420755319982970,5,-19656123,28
-1,635420755320276380,6,-19656123,30
5.623425,635420755320387420,3,-19656123,14
-1,635420755320372030,1,-19656123,2
5.453533,635420755320509700,4,-19656123,14
-1,635420755320486670,2,-19656123,0
-1,635420755321072320,5,-19656122,46
-1,635420755321157270,6,-19656122,8
243.9649,635420755321145710,1,-19656122,6
133.0424,635420755321261730,2,-19656122,14
-1,635420755321653330,3,-19656122,36
167.1058,635420755321771220,5,-19656121,4
-1,635420755321819060,4,-19656121,14
-1,635420755322067260,6,-19656121,13
6.336971,635420755322072790,1,-19656121,9
6.387939,635420755322179950,2,-19656121,11
5.963209,635420755322849660,6,-19656120,58
-1,635420755322688420,3,-19656121,2
-1,635420755322814940,4,-19656120,0
-1,635420755322982940,5,-19656120,8
-1,635420755323369960,1,-19656120,48
140.008,635420755323424530,3,-19656120,2
-1,635420755323489520,2,-19656120,9
226.8568,635420755323635590,4,-19656120,11
-1,635420755323979170,5,-19656119,27
-1,635420755324201540,6,-19656119,22
-1,635420755324332250,1,-19656119,21
13.06469,635420755324390600,3,-19656119,3
5.657403,635420755324509690,4,-19656119,12
-1,635420755324485810,2,-19656119,9
153.1916,635420755324762310,5,-19656118,12
-1,635420755325148490,6,-19656118,35
12.13029,635420755325072140,1,-19656118,0
334.0247,635420755325372790,2,-19656118,30
-1,635420755325696610,3,-19656118,30
-1,635420755325819020,4,-19656117,12
134.3336,635420755325921100,6,-19656117,4
-1,635420755326038160,5,-19656117,12
6.37095,635420755326072850,1,-19656117,12
-1,635420755326483420,2,-19656117,41
-1,635420755326648770,3,-19656117,13
5.878263,635420755326849630,6,-19656116,13
-1,635420755326814800,4,-19656116,10
-1,635420755327075260,5,-19656116,13
-1,635420755327312910,1,-19656116,31
153.1237,635420755327472250,3,-19656116,13
-1,635420755327573720,2,-19656116,14
306.9948,635420755327683780,4,-19656116,7
67.44712,635420755327808360,5,-19656115,5
-1,635420755328153150,6,-19656115,33
-1,635420755328309480,1,-19656115,25
5.895252,635420755328509620,4,-19656115,16
298.7041,635420755328561610,3,-19656115,6
-1,635420755328485740,2,-19656115,3
-1,635420755329079760,5,-19656114,42
30.08787,635420755329082610,1,-19656114,10
-1,635420755329155110,6,-19656114,0
121.4898,635420755329243620,2,-19656114,14
-1,635420755329652850,3,-19656114,39
132.8216,635420755329920210,6,-19656113,20
-1,635420755329880060,4,-19656113,1
-1,635420755330031170,5,-19656113,8
6.404928,635420755330010330,1,-19656113,6
6.269015,635420755330179900,2,-19656113,17
-1,635420755330689780,3,-19656113,49
5.912242,635420755330849670,6,-19656112,9
179.6268,635420755330854320,5,-19656112,0
-1,635420755330814970,4,-19656112,1
-1,635420755331376300,1,-19656112,59
133.3992,635420755331420620,3,-19656112,1
-1,635420755331489280,2,-19656112,9
236.2858,635420755331641150,4,-19656112,11
64.15122,635420755331883870,6,-19656111,20
-1,635420755332079480,5,-19656111,19
-1,635420755332343390,1,-19656111,34
6.014176,635420755332509600,4,-19656111,13
-1,635420755332485780,2,-19656111,3
-1,635420755332687770,3,-19656111,15
71.59248,635420755332888360,6,-19656110,15
-1,635420755332978650,5,-19656110,9
187.5438,635420755333146640,1,-19656110,25
131.2416,635420755333255940,2,-19656110,12
-1,635420755333649110,3,-19656110,36
311.8707,635420755333855720,5,-19656109,14
-1,635420755333880080,4,-19656109,6
5.878263,635420755334010040,1,-19656109,17
-1,635420755334152810,6,-19656109,5
148.4346,635420755334263580,2,-19656109,18
40.75709,635420755334405640,3,-19656109,11
-1,635420755334808480,4,-19656108,39
-1,635420755334983640,5,-19656108,12
-1,635420755335155220,6,-19656108,16
-1,635420755335312940,1,-19656108,24
68.4325,635420755335386440,3,-19656108,4
-1,635420755335563800,2,-19656108,19
230.2206,635420755335638040,4,-19656108,4
144.731,635420755335927240,6,-19656107,25
-1,635420755335981100,5,-19656107,4
-1,635420755336309470,1,-19656107,41
5.997188,635420755336509620,4,-19656107,18
-1,635420755336574390,2,-19656107,8
-1,635420755336691130,3,-19656107,9
97.2122,635420755336830040,5,-19656106,7
13.88018,635420755336859610,6,-19656106,3
123.3926,635420755337074750,1,-19656106,30
325.0883,635420755337363480,2,-19656106,29
-1,635420755337648680,3,-19656106,25
77.36882,635420755337891650,6,-19656105,25
-1,635420755337982980,5,-19656105,4
-1,635420755337880080,4,-19656105,10
5.09676,635420755338072160,1,-19656105,7
6.269015,635420755338179930,2,-19656105,11
53.44802,635420755338413020,3,-19656105,20
-1,635420755338808580,4,-19656104,40
79.62838,635420755338893050,6,-19656104,3
-1,635420755339075670,5,-19656104,18
-1,635420755339369990,1,-19656104,37
-1,635420755339491120,2,-19656104,12
278.419,635420755339665940,4,-19656104,15
-1,635420755339653370,3,-19656104,0
119.2982,635420755339742320,5,-19656103,0
65.69724,635420755339884830,6,-19656103,14
-1,635420755340309490,1,-19656103,53
5.912242,635420755340509560,4,-19656103,17
-1,635420755340563820,2,-19656103,8
-1,635420755340693300,3,-19656103,9
66.97143,635420755340885490,6,-19656102,13
-1,635420755341079960,5,-19656102,20
136.6272,635420755341082510,1,-19656102,9
325.0714,635420755341363470,2,-19656102,29
113.0971,635420755341408640,3,-19656102,1
-1,635420755341812690,4,-19656101,39
-1,635420755341898910,5,-19656101,3
114.9149,635420755341913960,6,-19656101,1
-1,635420755342078120,1,-19656101,26
6.286004,635420755342179870,2,-19656101,10
-1,635420755342652910,3,-19656101,45
-1,635420755342814850,4,-19656100,14
84.87804,635420755342896060,6,-19656100,4
228.2159,635420755342901390,5,-19656100,0
-1,635420755343370410,1,-19656100,52
-1,635420755343489300,2,-19656100,12
